order_id,date,time,order_details_id,pizza_id,quantity,pizza_type_id,size,price,tanggal
20,2015-01-01,14:03:08,57,five_cheese_l,1,five_cheese,L,18.5,2015-01-01
22,2015-01-01,14:16:26,59,five_cheese_l,1,five_cheese,L,18.5,2015-01-01
42,2015-01-01,17:28:09,102,five_cheese_l,1,five_cheese,L,18.5,2015-01-01
58,2015-01-01,19:30:40,138,five_cheese_l,1,five_cheese,L,18.5,2015-01-01
74,2015-01-02,12:01:12,167,five_cheese_l,1,five_cheese,L,18.5,2015-01-02
88,2015-01-02,14:10:08,207,five_cheese_l,1,five_cheese,L,18.5,2015-01-02
111,2015-01-02,18:38:01,267,five_cheese_l,1,five_cheese,L,18.5,2015-01-02
116,2015-01-02,19:18:49,279,five_cheese_l,1,five_cheese,L,18.5,2015-01-02
131,2015-01-02,21:33:10,309,five_cheese_l,1,five_cheese,L,18.5,2015-01-02
136,2015-01-02,22:32:49,320,five_cheese_l,1,five_cheese,L,18.5,2015-01-02
139,2015-01-03,11:57:39,329,five_cheese_l,1,five_cheese,L,18.5,2015-01-03
144,2015-01-03,13:44:28,346,five_cheese_l,1,five_cheese,L,18.5,2015-01-03
187,2015-01-03,19:37:12,440,five_cheese_l,1,five_cheese,L,18.5,2015-01-03
188,2015-01-03,20:08:39,442,five_cheese_l,1,five_cheese,L,18.5,2015-01-03
216,2015-01-04,14:31:56,504,five_cheese_l,1,five_cheese,L,18.5,2015-01-04
219,2015-01-04,14:42:01,510,five_cheese_l,1,five_cheese,L,18.5,2015-01-04
221,2015-01-04,15:33:18,517,five_cheese_l,1,five_cheese,L,18.5,2015-01-04
254,2015-01-04,22:22:13,581,five_cheese_l,1,five_cheese,L,18.5,2015-01-04
255,2015-01-05,11:23:35,582,five_cheese_l,1,five_cheese,L,18.5,2015-01-05
260,2015-01-05,12:06:27,591,five_cheese_l,1,five_cheese,L,18.5,2015-01-05
275,2015-01-05,14:38:14,626,five_cheese_l,1,five_cheese,L,18.5,2015-01-05
276,2015-01-05,15:18:18,629,five_cheese_l,1,five_cheese,L,18.5,2015-01-05
282,2015-01-05,16:49:38,640,five_cheese_l,1,five_cheese,L,18.5,2015-01-05
289,2015-01-05,17:36:23,657,five_cheese_l,1,five_cheese,L,18.5,2015-01-05
309,2015-01-06,11:39:06,703,five_cheese_l,1,five_cheese,L,18.5,2015-01-06
314,2015-01-06,12:11:58,714,five_cheese_l,1,five_cheese,L,18.5,2015-01-06
324,2015-01-06,13:06:44,741,five_cheese_l,1,five_cheese,L,18.5,2015-01-06
330,2015-01-06,13:27:11,754,five_cheese_l,1,five_cheese,L,18.5,2015-01-06
343,2015-01-06,15:45:37,786,five_cheese_l,1,five_cheese,L,18.5,2015-01-06
387,2015-01-07,13:03:14,877,five_cheese_l,1,five_cheese,L,18.5,2015-01-07
397,2015-01-07,14:31:10,912,five_cheese_l,2,five_cheese,L,18.5,2015-01-07
414,2015-01-07,18:13:22,948,five_cheese_l,1,five_cheese,L,18.5,2015-01-07
420,2015-01-07,19:04:40,959,five_cheese_l,1,five_cheese,L,18.5,2015-01-07
440,2015-01-08,12:16:34,1005,five_cheese_l,1,five_cheese,L,18.5,2015-01-08
447,2015-01-08,13:02:00,1039,five_cheese_l,1,five_cheese,L,18.5,2015-01-08
451,2015-01-08,13:19:06,1045,five_cheese_l,1,five_cheese,L,18.5,2015-01-08
479,2015-01-08,17:37:03,1100,five_cheese_l,1,five_cheese,L,18.5,2015-01-08
494,2015-01-08,19:38:40,1132,five_cheese_l,1,five_cheese,L,18.5,2015-01-08
511,2015-01-09,12:18:21,1166,five_cheese_l,1,five_cheese,L,18.5,2015-01-09
522,2015-01-09,14:09:33,1187,five_cheese_l,1,five_cheese,L,18.5,2015-01-09
526,2015-01-09,15:10:13,1200,five_cheese_l,1,five_cheese,L,18.5,2015-01-09
533,2015-01-09,16:28:43,1212,five_cheese_l,1,five_cheese,L,18.5,2015-01-09
539,2015-01-09,17:51:34,1224,five_cheese_l,1,five_cheese,L,18.5,2015-01-09
567,2015-01-10,12:27:47,1277,five_cheese_l,2,five_cheese,L,18.5,2015-01-10
573,2015-01-10,13:39:33,1295,five_cheese_l,1,five_cheese,L,18.5,2015-01-10
590,2015-01-10,17:23:39,1329,five_cheese_l,1,five_cheese,L,18.5,2015-01-10
611,2015-01-10,19:58:10,1372,five_cheese_l,1,five_cheese,L,18.5,2015-01-10
629,2015-01-10,22:48:39,1416,five_cheese_l,1,five_cheese,L,18.5,2015-01-10
713,2015-01-12,16:31:56,1596,five_cheese_l,1,five_cheese,L,18.5,2015-01-12
736,2015-01-12,21:35:14,1649,five_cheese_l,1,five_cheese,L,18.5,2015-01-12
740,2015-01-13,12:29:51,1657,five_cheese_l,2,five_cheese,L,18.5,2015-01-13
748,2015-01-13,14:27:31,1684,five_cheese_l,1,five_cheese,L,18.5,2015-01-13
775,2015-01-13,18:42:12,1741,five_cheese_l,1,five_cheese,L,18.5,2015-01-13
786,2015-01-14,11:35:30,1770,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
790,2015-01-14,12:07:30,1775,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
795,2015-01-14,12:42:17,1788,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
798,2015-01-14,12:50:30,1793,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
821,2015-01-14,17:37:26,1850,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
825,2015-01-14,18:06:06,1859,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
836,2015-01-14,20:08:08,1890,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
845,2015-01-14,21:42:56,1907,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
846,2015-01-14,22:16:24,1911,five_cheese_l,1,five_cheese,L,18.5,2015-01-14
855,2015-01-15,12:56:54,1926,five_cheese_l,1,five_cheese,L,18.5,2015-01-15
870,2015-01-15,14:38:31,1961,five_cheese_l,1,five_cheese,L,18.5,2015-01-15
896,2015-01-15,18:27:28,2011,five_cheese_l,1,five_cheese,L,18.5,2015-01-15
915,2015-01-16,12:20:22,2047,five_cheese_l,1,five_cheese,L,18.5,2015-01-16
929,2015-01-16,14:24:45,2088,five_cheese_l,1,five_cheese,L,18.5,2015-01-16
931,2015-01-16,15:27:24,2093,five_cheese_l,1,five_cheese,L,18.5,2015-01-16
933,2015-01-16,15:49:05,2097,five_cheese_l,1,five_cheese,L,18.5,2015-01-16
945,2015-01-16,17:58:38,2120,five_cheese_l,1,five_cheese,L,18.5,2015-01-16
955,2015-01-16,19:24:16,2147,five_cheese_l,1,five_cheese,L,18.5,2015-01-16
1072,2015-01-18,18:32:32,2411,five_cheese_l,1,five_cheese,L,18.5,2015-01-18
1073,2015-01-18,18:42:02,2413,five_cheese_l,1,five_cheese,L,18.5,2015-01-18
1081,2015-01-18,21:27:05,2430,five_cheese_l,1,five_cheese,L,18.5,2015-01-18
1096,2015-01-19,12:56:45,2471,five_cheese_l,1,five_cheese,L,18.5,2015-01-19
1114,2015-01-19,17:00:53,2517,five_cheese_l,1,five_cheese,L,18.5,2015-01-19
1130,2015-01-19,19:03:05,2551,five_cheese_l,1,five_cheese,L,18.5,2015-01-19
1132,2015-01-19,19:51:37,2556,five_cheese_l,1,five_cheese,L,18.5,2015-01-19
1143,2015-01-20,11:37:33,2583,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1150,2015-01-20,12:39:05,2601,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1153,2015-01-20,12:56:30,2613,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1154,2015-01-20,12:59:38,2622,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1165,2015-01-20,15:15:26,2642,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1180,2015-01-20,18:12:31,2671,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1182,2015-01-20,18:33:48,2675,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1195,2015-01-20,20:39:52,2698,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1196,2015-01-20,20:44:41,2700,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1201,2015-01-20,22:40:10,2707,five_cheese_l,1,five_cheese,L,18.5,2015-01-20
1206,2015-01-21,12:38:38,2718,five_cheese_l,1,five_cheese,L,18.5,2015-01-21
1238,2015-01-21,18:18:51,2800,five_cheese_l,1,five_cheese,L,18.5,2015-01-21
1246,2015-01-21,19:36:04,2822,five_cheese_l,1,five_cheese,L,18.5,2015-01-21
1263,2015-01-22,12:39:12,2855,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1265,2015-01-22,12:59:26,2859,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1292,2015-01-22,17:35:48,2932,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1298,2015-01-22,17:54:25,2946,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1306,2015-01-22,19:35:25,2966,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1311,2015-01-22,20:21:28,2973,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1320,2015-01-22,23:02:31,2989,five_cheese_l,1,five_cheese,L,18.5,2015-01-22
1321,2015-01-23,11:17:12,2991,five_cheese_l,1,five_cheese,L,18.5,2015-01-23
1323,2015-01-23,11:45:37,2996,five_cheese_l,1,five_cheese,L,18.5,2015-01-23
1340,2015-01-23,14:12:26,3033,five_cheese_l,1,five_cheese,L,18.5,2015-01-23
1344,2015-01-23,14:58:58,3045,five_cheese_l,1,five_cheese,L,18.5,2015-01-23
1369,2015-01-23,18:31:59,3095,five_cheese_l,1,five_cheese,L,18.5,2015-01-23
1383,2015-01-23,20:24:59,3128,five_cheese_l,2,five_cheese,L,18.5,2015-01-23
1397,2015-01-24,13:56:25,3152,five_cheese_l,1,five_cheese,L,18.5,2015-01-24
1412,2015-01-24,16:39:31,3185,five_cheese_l,1,five_cheese,L,18.5,2015-01-24
1427,2015-01-24,19:26:06,3219,five_cheese_l,1,five_cheese,L,18.5,2015-01-24
1429,2015-01-24,19:36:22,3225,five_cheese_l,1,five_cheese,L,18.5,2015-01-24
1450,2015-01-24,21:23:08,3274,five_cheese_l,1,five_cheese,L,18.5,2015-01-24
1451,2015-01-24,21:23:59,3276,five_cheese_l,1,five_cheese,L,18.5,2015-01-24
1457,2015-01-25,13:35:53,3294,five_cheese_l,1,five_cheese,L,18.5,2015-01-25
1508,2015-01-26,13:03:59,3415,five_cheese_l,1,five_cheese,L,18.5,2015-01-26
1511,2015-01-26,13:24:17,3422,five_cheese_l,1,five_cheese,L,18.5,2015-01-26
1539,2015-01-26,18:03:43,3472,five_cheese_l,1,five_cheese,L,18.5,2015-01-26
1543,2015-01-26,19:21:11,3482,five_cheese_l,1,five_cheese,L,18.5,2015-01-26
1564,2015-01-27,13:05:50,3514,five_cheese_l,1,five_cheese,L,18.5,2015-01-27
1599,2015-01-27,18:33:59,3606,five_cheese_l,1,five_cheese,L,18.5,2015-01-27
1630,2015-01-28,12:19:50,3667,five_cheese_l,1,five_cheese,L,18.5,2015-01-28
1659,2015-01-28,18:48:06,3741,five_cheese_l,1,five_cheese,L,18.5,2015-01-28
1670,2015-01-29,11:52:11,3762,five_cheese_l,1,five_cheese,L,18.5,2015-01-29
1674,2015-01-29,12:26:17,3770,five_cheese_l,1,five_cheese,L,18.5,2015-01-29
1685,2015-01-29,13:36:52,3793,five_cheese_l,1,five_cheese,L,18.5,2015-01-29
1686,2015-01-29,13:37:50,3804,five_cheese_l,1,five_cheese,L,18.5,2015-01-29
1715,2015-01-29,19:36:45,3853,five_cheese_l,1,five_cheese,L,18.5,2015-01-29
1717,2015-01-29,20:15:35,3859,five_cheese_l,1,five_cheese,L,18.5,2015-01-29
1742,2015-01-30,14:23:30,3915,five_cheese_l,1,five_cheese,L,18.5,2015-01-30
1767,2015-01-30,19:03:49,3966,five_cheese_l,1,five_cheese,L,18.5,2015-01-30
1785,2015-01-30,21:08:02,3998,five_cheese_l,1,five_cheese,L,18.5,2015-01-30
1809,2015-01-31,16:13:08,4067,five_cheese_l,1,five_cheese,L,18.5,2015-01-31
1813,2015-01-31,17:21:03,4075,five_cheese_l,1,five_cheese,L,18.5,2015-01-31
1825,2015-01-31,18:22:51,4105,five_cheese_l,1,five_cheese,L,18.5,2015-01-31
1849,2015-02-01,11:40:47,4161,five_cheese_l,1,five_cheese,L,18.5,2015-02-01
1868,2015-02-01,14:35:56,4208,five_cheese_l,1,five_cheese,L,18.5,2015-02-01
1882,2015-02-01,16:18:31,4240,five_cheese_l,1,five_cheese,L,18.5,2015-02-01
1890,2015-02-01,17:09:36,4260,five_cheese_l,1,five_cheese,L,18.5,2015-02-01
1906,2015-02-01,18:17:07,4296,five_cheese_l,1,five_cheese,L,18.5,2015-02-01
1943,2015-02-02,12:40:35,4361,five_cheese_l,1,five_cheese,L,18.5,2015-02-02
1965,2015-02-02,16:10:04,4416,five_cheese_l,1,five_cheese,L,18.5,2015-02-02
1976,2015-02-02,18:25:11,4445,five_cheese_l,1,five_cheese,L,18.5,2015-02-02
1995,2015-02-02,22:19:33,4486,five_cheese_l,1,five_cheese,L,18.5,2015-02-02
1996,2015-02-03,11:25:25,4488,five_cheese_l,1,five_cheese,L,18.5,2015-02-03
2030,2015-02-03,16:50:44,4581,five_cheese_l,1,five_cheese,L,18.5,2015-02-03
2036,2015-02-03,17:17:29,4595,five_cheese_l,1,five_cheese,L,18.5,2015-02-03
2052,2015-02-03,19:54:31,4627,five_cheese_l,1,five_cheese,L,18.5,2015-02-03
2074,2015-02-04,13:41:08,4679,five_cheese_l,1,five_cheese,L,18.5,2015-02-04
2075,2015-02-04,14:03:04,4684,five_cheese_l,1,five_cheese,L,18.5,2015-02-04
2091,2015-02-04,17:17:43,4721,five_cheese_l,1,five_cheese,L,18.5,2015-02-04
2098,2015-02-04,18:16:27,4738,five_cheese_l,1,five_cheese,L,18.5,2015-02-04
2104,2015-02-04,20:09:43,4752,five_cheese_l,1,five_cheese,L,18.5,2015-02-04
2108,2015-02-04,21:05:07,4761,five_cheese_l,1,five_cheese,L,18.5,2015-02-04
2147,2015-02-05,18:11:25,4853,five_cheese_l,1,five_cheese,L,18.5,2015-02-05
2170,2015-02-05,21:34:23,4897,five_cheese_l,1,five_cheese,L,18.5,2015-02-05
2175,2015-02-06,11:16:08,4908,five_cheese_l,1,five_cheese,L,18.5,2015-02-06
2187,2015-02-06,13:10:13,4937,five_cheese_l,1,five_cheese,L,18.5,2015-02-06
2188,2015-02-06,13:13:33,4943,five_cheese_l,1,five_cheese,L,18.5,2015-02-06
2213,2015-02-06,17:53:26,5003,five_cheese_l,1,five_cheese,L,18.5,2015-02-06
2232,2015-02-06,20:50:02,5041,five_cheese_l,1,five_cheese,L,18.5,2015-02-06
2234,2015-02-06,21:17:17,5045,five_cheese_l,1,five_cheese,L,18.5,2015-02-06
2283,2015-02-07,19:34:04,5155,five_cheese_l,1,five_cheese,L,18.5,2015-02-07
2291,2015-02-07,20:55:05,5172,five_cheese_l,1,five_cheese,L,18.5,2015-02-07
2302,2015-02-08,11:46:15,5195,five_cheese_l,1,five_cheese,L,18.5,2015-02-08
2315,2015-02-08,14:33:52,5228,five_cheese_l,1,five_cheese,L,18.5,2015-02-08
2326,2015-02-08,16:28:40,5249,five_cheese_l,1,five_cheese,L,18.5,2015-02-08
2334,2015-02-08,18:06:04,5270,five_cheese_l,1,five_cheese,L,18.5,2015-02-08
2369,2015-02-09,14:00:19,5351,five_cheese_l,1,five_cheese,L,18.5,2015-02-09
2372,2015-02-09,14:04:34,5365,five_cheese_l,1,five_cheese,L,18.5,2015-02-09
2387,2015-02-09,17:38:39,5404,five_cheese_l,1,five_cheese,L,18.5,2015-02-09
2408,2015-02-09,22:01:04,5449,five_cheese_l,1,five_cheese,L,18.5,2015-02-09
2417,2015-02-10,12:38:36,5466,five_cheese_l,1,five_cheese,L,18.5,2015-02-10
2422,2015-02-10,12:58:32,5475,five_cheese_l,1,five_cheese,L,18.5,2015-02-10
2432,2015-02-10,14:11:49,5501,five_cheese_l,1,five_cheese,L,18.5,2015-02-10
2445,2015-02-10,17:10:46,5528,five_cheese_l,1,five_cheese,L,18.5,2015-02-10
2485,2015-02-11,13:22:08,5606,five_cheese_l,1,five_cheese,L,18.5,2015-02-11
2491,2015-02-11,14:00:00,5621,five_cheese_l,1,five_cheese,L,18.5,2015-02-11
2500,2015-02-11,17:00:13,5641,five_cheese_l,1,five_cheese,L,18.5,2015-02-11
2502,2015-02-11,17:08:01,5644,five_cheese_l,1,five_cheese,L,18.5,2015-02-11
2524,2015-02-11,19:31:47,5698,five_cheese_l,1,five_cheese,L,18.5,2015-02-11
2534,2015-02-11,21:44:25,5721,five_cheese_l,1,five_cheese,L,18.5,2015-02-11
2538,2015-02-12,11:37:34,5726,five_cheese_l,1,five_cheese,L,18.5,2015-02-12
2547,2015-02-12,12:45:49,5746,five_cheese_l,1,five_cheese,L,18.5,2015-02-12
2557,2015-02-12,14:09:47,5771,five_cheese_l,1,five_cheese,L,18.5,2015-02-12
2566,2015-02-12,15:25:11,5791,five_cheese_l,1,five_cheese,L,18.5,2015-02-12
2571,2015-02-12,15:58:47,5802,five_cheese_l,1,five_cheese,L,18.5,2015-02-12
2573,2015-02-12,16:10:39,5806,five_cheese_l,1,five_cheese,L,18.5,2015-02-12
2611,2015-02-13,13:22:38,5887,five_cheese_l,1,five_cheese,L,18.5,2015-02-13
2622,2015-02-13,16:06:27,5915,five_cheese_l,1,five_cheese,L,18.5,2015-02-13
2675,2015-02-14,14:41:49,6030,five_cheese_l,1,five_cheese,L,18.5,2015-02-14
2700,2015-02-14,18:47:34,6089,five_cheese_l,1,five_cheese,L,18.5,2015-02-14
2705,2015-02-14,19:34:31,6099,five_cheese_l,1,five_cheese,L,18.5,2015-02-14
2721,2015-02-14,22:29:57,6145,five_cheese_l,1,five_cheese,L,18.5,2015-02-14
2752,2015-02-15,17:29:20,6215,five_cheese_l,1,five_cheese,L,18.5,2015-02-15
2761,2015-02-15,18:50:06,6237,five_cheese_l,1,five_cheese,L,18.5,2015-02-15
2765,2015-02-15,19:28:59,6245,five_cheese_l,1,five_cheese,L,18.5,2015-02-15
2774,2015-02-15,21:02:44,6270,five_cheese_l,1,five_cheese,L,18.5,2015-02-15
2786,2015-02-16,12:18:19,6300,five_cheese_l,1,five_cheese,L,18.5,2015-02-16
2794,2015-02-16,13:13:19,6322,five_cheese_l,1,five_cheese,L,18.5,2015-02-16
2810,2015-02-16,17:54:00,6354,five_cheese_l,1,five_cheese,L,18.5,2015-02-16
2824,2015-02-16,19:55:28,6386,five_cheese_l,1,five_cheese,L,18.5,2015-02-16
2876,2015-02-17,19:46:45,6493,five_cheese_l,1,five_cheese,L,18.5,2015-02-17
2907,2015-02-18,13:51:14,6572,five_cheese_l,1,five_cheese,L,18.5,2015-02-18
2921,2015-02-18,17:13:58,6608,five_cheese_l,1,five_cheese,L,18.5,2015-02-18
2940,2015-02-18,20:20:30,6656,five_cheese_l,1,five_cheese,L,18.5,2015-02-18
2951,2015-02-19,11:39:10,6687,five_cheese_l,1,five_cheese,L,18.5,2015-02-19
2955,2015-02-19,12:25:18,6695,five_cheese_l,1,five_cheese,L,18.5,2015-02-19
2957,2015-02-19,12:40:31,6700,five_cheese_l,1,five_cheese,L,18.5,2015-02-19
2997,2015-02-19,19:38:24,6784,five_cheese_l,1,five_cheese,L,18.5,2015-02-19
3017,2015-02-20,13:09:41,6831,five_cheese_l,1,five_cheese,L,18.5,2015-02-20
3034,2015-02-20,14:55:08,6875,five_cheese_l,1,five_cheese,L,18.5,2015-02-20
3053,2015-02-20,17:58:01,6919,five_cheese_l,1,five_cheese,L,18.5,2015-02-20
3083,2015-02-21,12:43:43,6990,five_cheese_l,1,five_cheese,L,18.5,2015-02-21
3090,2015-02-21,14:03:29,7005,five_cheese_l,1,five_cheese,L,18.5,2015-02-21
3116,2015-02-21,18:28:28,7064,five_cheese_l,1,five_cheese,L,18.5,2015-02-21
3125,2015-02-21,20:12:37,7080,five_cheese_l,1,five_cheese,L,18.5,2015-02-21
3144,2015-02-22,15:26:04,7127,five_cheese_l,1,five_cheese,L,18.5,2015-02-22
3150,2015-02-22,16:23:23,7146,five_cheese_l,1,five_cheese,L,18.5,2015-02-22
3161,2015-02-22,19:53:24,7167,five_cheese_l,1,five_cheese,L,18.5,2015-02-22
3162,2015-02-22,20:40:55,7171,five_cheese_l,1,five_cheese,L,18.5,2015-02-22
3187,2015-02-23,13:27:18,7225,five_cheese_l,1,five_cheese,L,18.5,2015-02-23
3190,2015-02-23,14:24:16,7243,five_cheese_l,1,five_cheese,L,18.5,2015-02-23
3229,2015-02-24,12:11:31,7326,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3232,2015-02-24,12:24:43,7332,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3234,2015-02-24,12:34:37,7342,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3246,2015-02-24,14:31:36,7368,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3261,2015-02-24,17:50:57,7401,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3273,2015-02-24,20:20:10,7426,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3277,2015-02-24,20:49:40,7433,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3280,2015-02-24,21:48:31,7441,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3281,2015-02-24,21:50:48,7444,five_cheese_l,1,five_cheese,L,18.5,2015-02-24
3292,2015-02-25,12:39:18,7472,five_cheese_l,1,five_cheese,L,18.5,2015-02-25
3311,2015-02-25,15:44:27,7519,five_cheese_l,1,five_cheese,L,18.5,2015-02-25
3317,2015-02-25,16:51:29,7532,five_cheese_l,1,five_cheese,L,18.5,2015-02-25
3326,2015-02-25,18:15:41,7552,five_cheese_l,1,five_cheese,L,18.5,2015-02-25
3363,2015-02-26,13:52:23,7632,five_cheese_l,1,five_cheese,L,18.5,2015-02-26
3369,2015-02-26,15:22:08,7651,five_cheese_l,1,five_cheese,L,18.5,2015-02-26
3395,2015-02-26,19:08:46,7712,five_cheese_l,1,five_cheese,L,18.5,2015-02-26
3412,2015-02-27,12:40:41,7748,five_cheese_l,1,five_cheese,L,18.5,2015-02-27
3428,2015-02-27,16:08:31,7795,five_cheese_l,1,five_cheese,L,18.5,2015-02-27
3479,2015-02-28,12:36:18,7923,five_cheese_l,2,five_cheese,L,18.5,2015-02-28
3483,2015-02-28,13:09:50,7929,five_cheese_l,1,five_cheese,L,18.5,2015-02-28
3488,2015-02-28,14:52:00,7938,five_cheese_l,1,five_cheese,L,18.5,2015-02-28
3493,2015-02-28,16:30:08,7948,five_cheese_l,1,five_cheese,L,18.5,2015-02-28
3496,2015-02-28,17:01:57,7957,five_cheese_l,1,five_cheese,L,18.5,2015-02-28
3519,2015-02-28,20:42:48,8019,five_cheese_l,1,five_cheese,L,18.5,2015-02-28
3543,2015-03-01,14:41:33,8075,five_cheese_l,1,five_cheese,L,18.5,2015-03-01
3544,2015-03-01,14:56:46,8076,five_cheese_l,1,five_cheese,L,18.5,2015-03-01
3553,2015-03-01,17:29:42,8096,five_cheese_l,1,five_cheese,L,18.5,2015-03-01
3555,2015-03-01,17:48:53,8100,five_cheese_l,1,five_cheese,L,18.5,2015-03-01
3576,2015-03-01,22:00:46,8141,five_cheese_l,1,five_cheese,L,18.5,2015-03-01
3583,2015-03-02,12:07:16,8155,five_cheese_l,1,five_cheese,L,18.5,2015-03-02
3584,2015-03-02,12:30:47,8166,five_cheese_l,1,five_cheese,L,18.5,2015-03-02
3642,2015-03-03,12:24:18,8291,five_cheese_l,1,five_cheese,L,18.5,2015-03-03
3643,2015-03-03,12:39:57,8294,five_cheese_l,1,five_cheese,L,18.5,2015-03-03
3651,2015-03-03,13:16:50,8312,five_cheese_l,1,five_cheese,L,18.5,2015-03-03
3683,2015-03-03,19:56:12,8403,five_cheese_l,1,five_cheese,L,18.5,2015-03-03
3689,2015-03-03,21:41:41,8415,five_cheese_l,2,five_cheese,L,18.5,2015-03-03
3702,2015-03-04,12:53:29,8447,five_cheese_l,1,five_cheese,L,18.5,2015-03-04
3729,2015-03-04,17:52:09,8515,five_cheese_l,1,five_cheese,L,18.5,2015-03-04
3753,2015-03-05,12:01:47,8569,five_cheese_l,1,five_cheese,L,18.5,2015-03-05
3763,2015-03-05,13:06:49,8584,five_cheese_l,1,five_cheese,L,18.5,2015-03-05
3771,2015-03-05,13:35:17,8599,five_cheese_l,1,five_cheese,L,18.5,2015-03-05
3774,2015-03-05,13:47:15,8606,five_cheese_l,1,five_cheese,L,18.5,2015-03-05
3807,2015-03-05,18:35:58,8689,five_cheese_l,1,five_cheese,L,18.5,2015-03-05
3818,2015-03-06,12:19:00,8708,five_cheese_l,1,five_cheese,L,18.5,2015-03-06
3855,2015-03-06,18:08:43,8788,five_cheese_l,1,five_cheese,L,18.5,2015-03-06
3865,2015-03-06,19:58:48,8812,five_cheese_l,1,five_cheese,L,18.5,2015-03-06
3866,2015-03-06,20:01:26,8816,five_cheese_l,2,five_cheese,L,18.5,2015-03-06
3870,2015-03-06,20:34:43,8827,five_cheese_l,1,five_cheese,L,18.5,2015-03-06
3877,2015-03-06,22:13:59,8844,five_cheese_l,1,five_cheese,L,18.5,2015-03-06
3896,2015-03-07,16:09:05,8892,five_cheese_l,1,five_cheese,L,18.5,2015-03-07
3900,2015-03-07,16:26:19,8901,five_cheese_l,1,five_cheese,L,18.5,2015-03-07
3941,2015-03-08,12:31:16,9001,five_cheese_l,1,five_cheese,L,18.5,2015-03-08
3966,2015-03-08,16:32:58,9042,five_cheese_l,1,five_cheese,L,18.5,2015-03-08
4012,2015-03-09,13:17:54,9147,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4013,2015-03-09,13:31:53,9151,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4015,2015-03-09,14:05:48,9167,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4031,2015-03-09,17:26:17,9201,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4035,2015-03-09,17:54:50,9210,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4050,2015-03-09,20:23:00,9243,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4052,2015-03-09,20:51:47,9249,five_cheese_l,1,five_cheese,L,18.5,2015-03-09
4064,2015-03-10,12:39:50,9275,five_cheese_l,1,five_cheese,L,18.5,2015-03-10
4087,2015-03-10,15:42:01,9332,five_cheese_l,1,five_cheese,L,18.5,2015-03-10
4093,2015-03-10,17:11:16,9347,five_cheese_l,1,five_cheese,L,18.5,2015-03-10
4121,2015-03-11,12:37:36,9405,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4123,2015-03-11,12:53:38,9415,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4124,2015-03-11,12:54:05,9422,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4129,2015-03-11,13:21:18,9430,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4149,2015-03-11,16:43:33,9476,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4155,2015-03-11,17:12:58,9488,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4161,2015-03-11,18:24:12,9499,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4166,2015-03-11,18:44:57,9508,five_cheese_l,1,five_cheese,L,18.5,2015-03-11
4189,2015-03-12,13:15:42,9565,five_cheese_l,2,five_cheese,L,18.5,2015-03-12
4190,2015-03-12,13:50:53,9568,five_cheese_l,1,five_cheese,L,18.5,2015-03-12
